"","logFC","logCPM","PValue","FDR"
"KCNH2",1.6748921869699,2.23024959002576,2.7431204782953e-05,0.000270168966960972
"FEN1",-1.83893537395162,5.46463592333034,2.74811165835638e-05,0.000270495810949114
"TSPAN18",1.16675728935136,5.4622118507633,2.76895392798938e-05,0.000272381526298322
"CDC45",-2.79512803941118,3.79844443035277,2.78296542429993e-05,0.0002735503119904
"ADD3",-0.977248765455864,8.08268995097882,2.78499524187292e-05,0.0002735503119904
"ZBTB4",0.936542868659613,7.23511216662079,2.78683672551255e-05,0.0002735503119904
"EDAR",-2.46906338493911,2.15517406788901,2.78760149740403e-05,0.0002735503119904
"RPH3AL",1.84591318714344,0.552776276249435,2.79373900868902e-05,0.000273986338681133
"NCAPH",-2.56226697863711,4.76614867169897,2.81358953104418e-05,0.000275765878157858
"NUGGC",-2.99692377039793,5.53327498046383,2.82223245094998e-05,0.000276445446376518
"CHMP7",-0.901950084937491,7.19066903172921,2.84567827019748e-05,0.000278573298944513
"ITGB3",1.25747592110217,3.02929190736199,2.87333358807196e-05,0.000281110410080458
"TTLL11",1.08563717928192,3.69537245921386,2.89729074653196e-05,0.000283282865495253
"RHOB",1.36493842122023,7.45807882536803,2.91087220132658e-05,0.000284438823201531
"PADI2",1.72053541423532,3.55747883418994,2.93650231320763e-05,0.000286753988995565
"TGFB1I1",1.47006304395201,4.5957484891942,2.93811130203841e-05,0.000286753988995565
"RSL24D1",-0.848450899970371,6.67693224037515,2.94037022703466e-05,0.000286801370998821
"THSD1",1.17704382318972,3.27271624956014,2.9424232268706e-05,0.000286828622211883
"IFNG-AS1",-2.47376062031428,3.18639244619175,2.95411581993718e-05,0.000287794946024242
"MELK",-2.81947936339265,3.98783932983108,2.95644284115236e-05,0.00028784824579841
"KSR2",-3.32845492025968,1.170576742913,2.97584025163049e-05,0.000289562506313889
"GNLY",1.94920832373018,5.18003866591281,2.97980787671622e-05,0.000289774221180125
"TRAM2",0.866050153841273,6.32355747214667,3.04443449761858e-05,0.000295880977737306
"BCAT1",-1.85946255140118,5.33247840797553,3.073089645713e-05,0.000298486521023848
"LINC00982",1.91218373541202,0.131142946946325,3.1004560702145e-05,0.000300865170438677
"FZD3",-1.55034300869472,3.67329111142687,3.10132264286766e-05,0.000300865170438677
"SLC6A1",1.88366409020607,1.13246410306476,3.10316042723048e-05,0.000300865170438677
"ABCA2",1.14483348684596,6.62599473309451,3.12446490126853e-05,0.000302749229378757
"SRD5A3-AS1",2.600550885045,-0.179424551619485,3.19842322282816e-05,0.000309729942272916
"LOC102723989",2.09418764499914,-0.292243677498608,3.24201880604918e-05,0.000313763782952887
"CEP55",-2.60938268268523,4.67445777878486,3.25452049103394e-05,0.000314785319264359
"RBL1",-1.20719785489299,5.08810037698791,3.26435101896311e-05,0.000315547427846212
"ARG1",3.75345605304924,2.05317798418507,3.27662813884358e-05,0.000316544983640253
"TOM1L2",0.844403443229449,5.82313066968518,3.28089369337366e-05,0.000316767837667097
"C5AR1",1.24382372588662,5.376848409965,3.30818592602892e-05,0.000319212307850476
"CYP26B1",-1.7384162816809,3.77404373561667,3.32263450247775e-05,0.000320415296207932
"DPEP3",2.00736823547196,1.09418711048267,3.33204468850659e-05,0.000321131267595522
"SPON2",2.1482834392418,3.77517829851048,3.35322514832352e-05,0.00032298008992667
"VDR",-1.50424917497112,4.06708214758309,3.35641532239822e-05,0.000323094932106096
"RAB23",-1.26256133612456,3.76114257498932,3.36953289753879e-05,0.000324164699696593
"PRKCDBP",2.34871799750773,2.99004253061571,3.38996060319081e-05,0.000325936045629023
"SERPINB6",1.00200466803806,6.75501032231509,3.3969060325699e-05,0.000326409770402379
"SCN9A",2.20040840350264,3.90750297996009,3.40041422727684e-05,0.000326552843726372
"MESDC1",1.6231234211626,5.24650869222973,3.43867397727145e-05,0.000330031071575275
"TBX1",-2.91421935248555,1.6303950571066,3.45805216225745e-05,0.000331694066239783
"POSTN",-3.86325927727689,4.68699603160522,3.46601313313934e-05,0.000332260606930227
"ISM1",3.17788072005728,2.34069268536075,3.4896083882977e-05,0.000334324329712977
"RFTN1",-1.15616467967485,7.94195146810217,3.49536415328854e-05,0.00033457906649434
"HOXB4",1.04141929480458,2.90391811577939,3.49640503571256e-05,0.00033457906649434
"DEPDC1B",-2.70587655954535,3.9091611099698,3.50702803859983e-05,0.000335397146305361
"OAS3",1.44282675963205,6.88589074867309,3.50914379779986e-05,0.000335401143605315
"ABCD1",1.16605055725621,4.43485299267013,3.5301546747335e-05,0.000337210049614826
"RPL4",-0.854742588414325,10.7899872360291,3.5334125204963e-05,0.000337322002842186
"DVL1",1.23895512417247,5.08757693918817,3.54381413544583e-05,0.000338115411200176
"CCL17",-3.24208016958708,1.02615355527761,3.55570156463296e-05,0.000339049561929506
"CADM3",-1.03596495656099,4.20309071605282,3.58822851004793e-05,0.000341949507745993
"MTHFD2",-1.65419688109554,6.37247308626824,3.59316881287311e-05,0.000342218645711331
"AAMDC",1.45714128919648,3.03666956725542,3.61811668563858e-05,0.000344258837120732
"PHLDB2",1.47900366851047,5.84938681542212,3.61884753342347e-05,0.000344258837120732
"CHEK1",-2.50809350304609,4.53545842919131,3.62887663858895e-05,0.000345009952964495
"PRPH2",1.67964670408564,0.515311527823945,3.64048105324875e-05,0.000345909868349817
"DUSP4",-1.51954165002431,3.4909051521553,3.74520789119006e-05,0.000355651802796979
"SLC38A1",-1.03957844254951,8.64708317049255,3.76175198684353e-05,0.000357013222601136
"TNFRSF13B",0.906847366993848,4.45126576920232,3.77406368951693e-05,0.000357971601095998
"CCNA2",-2.52829549101515,5.37915590399633,3.78763424693165e-05,0.000359048188988151
"DHRS9",-2.54065091198565,4.21918786184949,3.84636211959256e-05,0.000364401688330703
"LMCD1",1.58647358094311,5.40619105676289,3.91080948012662e-05,0.000370290462017609
"FOXF1",-2.06108016031534,3.04851322042513,3.94507622925654e-05,0.000373316400114317
"KCTD1",1.1453299982921,2.71182308784431,3.96020781967048e-05,0.000374529127834568
"WEE1",-1.65908584711991,5.68635994651043,3.98734554211525e-05,0.000376875231485026
"LRFN1",2.13687097139693,2.02291341235136,4.01552447298426e-05,0.000379316949632602
"TRIL",2.66420986834652,3.0852280448721,4.044745433366e-05,0.000381854192343228
"ZMIZ1-AS1",1.85080553902672,0.23110372919968,4.04848308965691e-05,0.000381984063745225
"AICDA",-4.62376433240047,4.62254610368923,4.08330967624226e-05,0.000385045388246004
"TPPP3",1.89765540553417,3.17596104514537,4.08836282353218e-05,0.000385297223672275
"NUF2",-2.78793821616086,4.47442186981433,4.09915595090029e-05,0.000386089400337562
"LOC101928841",2.7338856964891,0.929371504408611,4.10342168033112e-05,0.00038626621312174
"DEFA3",4.18075158224112,2.19839360101479,4.12151147641213e-05,0.000387620050209749
"LAMA2",1.93815088612659,4.55475173260031,4.12259761538937e-05,0.000387620050209749
"SOX6",2.28525856942285,1.57371940365097,4.16574560915157e-05,0.000391449378217311
"NEIL3",-3.42085046334583,2.44031569409314,4.19900422852414e-05,0.00039434550745466
"DST",1.12443497721096,7.06785496605344,4.21573983262622e-05,0.000395687432230013
"KIAA1614",1.57927363646443,2.01157411515415,4.23194291503077e-05,0.000396759176028751
"PKD2L1",2.85315593879673,1.76555561388126,4.23338541846195e-05,0.000396759176028751
"HMGA1",-1.56726236290921,7.37977086866438,4.23451853713594e-05,0.000396759176028751
"MYO16",-2.23079450351662,0.742713182179242,4.25007191384276e-05,0.000397985888770499
"NREP",1.12196351836356,5.27218334502565,4.26019546333849e-05,0.000398703015237906
"LCAT",1.23586450050907,3.55947419499821,4.28285885963239e-05,0.000400592212134037
"SPON1",1.79549050433122,4.3554472123202,4.31110596377712e-05,0.000403001188706379
"HGF",1.49289244627707,3.63976516499112,4.36376889187435e-05,0.000407688448985511
"CASC5",-2.7682206760484,4.68073753908446,4.37753914310436e-05,0.000408561587583124
"FAM117A",0.850276860038556,6.11275188911444,4.37816739600268e-05,0.000408561587583124
"IFNG",-3.24476015535913,2.30435706643412,4.38732054166556e-05,0.000409123049553069
"SSUH2",2.98358937803608,1.52017823434113,4.38924369882869e-05,0.000409123049553069
"BZRAP1-AS1",-1.23054574600047,4.62953887994084,4.39378566933851e-05,0.000409310494496212
"KNDC1",2.57084062535039,0.851659343597608,4.41182505102887e-05,0.000410578696595938
"WDHD1",-1.78833918481332,4.41483502349525,4.41247696440601e-05,0.000410578696595938
"KIF2C",-2.58376154492656,4.90816341804389,4.44764904919912e-05,0.000413613458445361
"HMSD",-1.81390012562257,0.775421670781567,4.52723208928501e-05,0.0004207587949864
"ZNF768",1.04753938457465,4.5533012336788,4.52968749734926e-05,0.0004207587949864
"RACGAP1",-2.04857715477529,5.30579699617218,4.54150297551101e-05,0.000421614156831022
"COL4A5",1.91673134854161,4.02899621534554,4.55894348049622e-05,0.000422990441575358
"EDEM1",-0.848138950489943,7.81026124123945,4.61896727645056e-05,0.000428313869236
"TRIP13",-2.28435254944146,3.53529168922904,4.62429321880506e-05,0.000428562005355389
"KLHL6",-2.01347186831,7.83260452384849,4.63046549502886e-05,0.000428888247340245
"SLC39A10",0.788964822377758,5.90408534431621,4.64625312178419e-05,0.00043004712808269
"ASL",0.955736531544851,4.79827004646473,4.64936529477149e-05,0.00043004712808269
"HTR1F",2.02360916056372,0.788052113029792,4.65095490363978e-05,0.00043004712808269
"C9orf172",3.53521743009192,1.20334912843346,4.65540145746345e-05,0.000430212299257708
"FANCI",-2.13629756762168,5.83157266675178,4.67346985725218e-05,0.000431611903200679
"ABI3",1.10436411546303,6.02418846737674,4.6758845808038e-05,0.000431611903200679
"SLC12A4",0.929825455633842,6.14481043790101,4.71109375111859e-05,0.000434613851358185
"LRP3",1.93712830841615,3.40346214409735,4.73708671021619e-05,0.000436762635562236
"GHR",1.50312098183042,3.59241570886149,4.74540981719194e-05,0.00043728072685828
"NFYB",-0.752342517307622,5.7992963952972,4.77434617538651e-05,0.000439696619295846
"COL4A2",1.6074419057068,8.45204419049299,4.78367024561459e-05,0.00044030458288036
"DOCK6",1.14060379496476,5.4699341175221,4.79881049873283e-05,0.000441446890702544
"C19orf38",1.61630969920008,3.35458704400193,4.92782090933167e-05,0.000452854657957483
"STK39",-1.47210682827195,5.85768030561535,4.9284207148477e-05,0.000452854657957483
"TNFAIP6",2.36821942047392,1.05737309457709,4.93444754877022e-05,0.000453150969669006
"FUCA1",-1.45202826337285,7.94792746770759,4.94249728584566e-05,0.000453632611275232
"GABARAPL1",1.04024659900327,5.45638899349422,4.96792631498006e-05,0.000455492902512858
"SPHK1",-1.59390034201415,3.37949475099381,4.97441636340054e-05,0.000455492902512858
"CDCA5",-2.31320777946088,4.80465373471966,4.97519890497438e-05,0.000455492902512858
"MDH1",-0.931998427935157,6.94734847969713,4.97557701133846e-05,0.000455492902512858
"ODF3B",1.53855310173379,4.42017592740654,4.9768486194671e-05,0.000455492902512858
"NEURL1",1.49993956837763,1.52570838077041,5.01684519769236e-05,0.00045889378131833
"INHBB",-1.88043796577744,1.46689459062307,5.03781193447926e-05,0.00046055112834595
"ITGA5",-0.800452845007391,5.8550308217486,5.04509347514503e-05,0.000460956224181048
"CHN2",1.39554585405954,3.89281130666964,5.05129398994298e-05,0.00046126214796927
"SRGAP2B",1.44958695670738,2.72686988905557,5.05640662733427e-05,0.000461468442309536
"CCR3",2.27976494748797,0.344192828355256,5.0624321543765e-05,0.000461757771012841
"APOL1",1.39448596459499,6.63577480890057,5.08217863377911e-05,0.000463297592251836
"CENPF",-2.58563423957202,5.82301240640833,5.08971625565374e-05,0.000463723331191168
"TPX2",-2.61325458273076,5.97963943493127,5.12260240513892e-05,0.000466456791080555
"STARD13",1.55934413953643,4.91442448443118,5.14683868109997e-05,0.000468399972711023
"DMWD",0.848310316068805,5.0089658643338,5.18186145464764e-05,0.000471322066617332
"FZD10-AS1",-2.24689601984596,0.599167026803538,5.19770923551217e-05,0.000472497772662748
"DCK",-1.46361646007004,7.47158363830789,5.22308388537933e-05,0.000474537711204239
"LOC102724661",2.01419702530691,0.328750115758516,5.27227898355506e-05,0.00047873832522208
"FANCA",-1.81473568545415,4.91299615172852,5.30951558723842e-05,0.000481848967883388
"CRTAM",-1.47449267146738,4.17425279075963,5.34049791352204e-05,0.000484388851696458
"PGLYRP1",3.45950975044881,0.910903448129199,5.37849322518218e-05,0.00048756161680295
"C14orf64",-1.65611085776263,2.02895970869692,5.38535256361655e-05,0.000487909925259422
"SLC35F2",-1.03646135909994,4.13669310993894,5.40071382248042e-05,0.000489027681619
"TUBB3",-3.35980077320689,2.70437830783642,5.41822131925184e-05,0.000490338417319198
"ITGA8",2.38358865878784,5.56344649116265,5.43317078625058e-05,0.000491416319660203
"PHF19",-0.910055408961505,6.20537809648294,5.45453300356199e-05,0.000493072709522663
"AADAT",1.40735444308889,1.48177634404866,5.47301122934705e-05,0.000494466690508383
"LOC100130520",2.91499263284426,1.38668130621732,5.52012094389495e-05,0.000498444421578275
"CHID1",1.40694304458259,6.03077617601995,5.54559370966e-05,0.00050046507518204
"TIMP3",1.48904614673885,9.27554442312836,5.56069599103974e-05,0.00050154810689958
"S100A16",1.34570568304375,5.46696164753945,5.58207296454241e-05,0.000503195562890634
"SNX16",1.02896069759218,4.31943466992072,5.68078021020199e-05,0.000511808231528616
"BCL2L2",0.848071743306252,5.2764395454488,5.68851649854076e-05,0.000512219870904238
"RRM1",-1.55197970338507,6.4608553836355,5.69868941611743e-05,0.000512850335211192
"KCNJ2",2.1143142094976,4.2538199723761,5.72512348698941e-05,0.000514942697617312
"DHX34",0.882424867936441,5.03351260943855,5.77735207994555e-05,0.000519351516602998
"SERP2",-1.62879412420217,0.435588277343972,5.78463022882307e-05,0.000519716889225148
"DENND5A",0.733943913824308,7.10366590824553,5.79325461976005e-05,0.0005202027413146
"FZD10",-3.6219173988385,0.0613602945948224,5.82649989932819e-05,0.000522795126428309
"SLC2A1",-0.750989147927731,5.53728946140166,5.82859023590305e-05,0.000522795126428309
"CHAF1B",-1.85621519721567,3.23205873790997,5.85819295198364e-05,0.000525159071061416
"CAMK4",-1.52835215077753,3.84638676658939,5.8739833806878e-05,0.000526282876634255
"CHDH",-2.38038817477314,2.03843514626264,5.88839068032818e-05,0.000526774842435635
"SLC5A1",3.54063929347451,2.94391826225511,5.88898922346239e-05,0.000526774842435635
"CEBPB",1.66626330593368,5.30498006490454,5.88924632156584e-05,0.000526774842435635
"GALE",1.01075883261686,4.23488929724901,5.95674262206055e-05,0.00053251764336077
"GCHFR",-1.59664222917077,3.28823200583606,5.963037095148e-05,0.00053278583371676
"CAMSAP2",1.09231256642567,5.33855007181201,6.00825787536134e-05,0.000536529797682737
"RGS2",1.87086177596065,6.79810522263801,6.01739994797067e-05,0.000537049624495484
"TRAV38-2DV8",-1.67149189874717,1.15236693935011,6.02227512742307e-05,0.000537188270053425
"OSBP2",1.26908967465624,2.91579056822282,6.03856870076807e-05,0.000538344724524924
"SH2D4A",1.82776040192691,2.44424806482159,6.06046191281278e-05,0.000539998843272773
"TJP1_1",1.6083429933597,1.24115136914791,6.10423458207224e-05,0.000543599568619341
"LOC100506603",1.51060988104212,2.39250330425089,6.11235601096072e-05,0.000544023232852267
"KIAA1324",-1.71944794414399,3.70291151025034,6.1242487599617e-05,0.000544781908394393
"PTPRC",-0.893628713989257,9.98210007885789,6.12807826754859e-05,0.000544822879289697
"ZNF347",0.967730826047794,4.33320368959695,6.13866830141556e-05,0.000545464526211497
"SYN3",2.39009628707965,0.984203045479721,6.14469803320808e-05,0.000545700475524662
"EXT1",0.789174627376919,5.52056079837556,6.16319327650506e-05,0.000547042599712622
"KYNU",-0.929236689327586,4.30083782801975,6.17146979823074e-05,0.000547476739314248
"TNFRSF9",-1.54653272728519,4.90328381662913,6.17715163354622e-05,0.000547680352070776
"SPOCK2",-1.03473036939858,8.18237362581933,6.18999405375499e-05,0.000548518267601785
"DOK4",1.05429011997395,3.85993966873299,6.22198355131912e-05,0.000551051029528657
"SCART1",1.33454974642602,2.91920984188947,6.23018400211046e-05,0.000551475291089931
"HMCES",-1.70497769081867,6.79746922994679,6.24581207903834e-05,0.000552556197714486
"NFE2L1",0.882305579538276,8.38150120605731,6.26043600011225e-05,0.000553547135012658
"SULF1",-2.0054115050597,4.83583748676738,6.26631414507479e-05,0.000553764111224861
"ACAT2",-1.36480408681895,4.41098725223077,6.29715217933285e-05,0.000556185390738235
"GPA33",-1.64753072427659,2.62522501018953,6.32962911754627e-05,0.000558748701358942
"EPHA1",-1.83009630154899,3.66258201457233,6.41236437284025e-05,0.000565743353178246
"STXBP5-AS1",1.55734348230318,1.4430491160205,6.41662770899079e-05,0.000565810814121042
"LINC00239",-2.16410389779757,0.692888210085118,6.42258476953229e-05,0.000566027470805865
"SGOL2",-2.02177157401495,4.5316390122911,6.43700982439897e-05,0.000566989776035839
"PEG10",-1.41789009887913,4.67005428893584,6.44740166279411e-05,0.000567334279416676
"AP2A1",0.764271525538105,6.47684390967144,6.44793720979379e-05,0.000567334279416676
"PALLD",1.31196904658324,7.87804174323141,6.56146697111242e-05,0.000577009482636378
"LAX1",-0.916800300412963,5.29882879254907,6.58260750649521e-05,0.000578553959755655
"ZDHHC13",-0.923062512897153,4.4199918961649,6.5987075045845e-05,0.000579653980250627
"RASSF8",1.24780537553994,4.31310823277783,6.61971552306043e-05,0.000581183710309084
"TNIP3",-1.95122779138303,1.65824532077267,6.67773603050503e-05,0.000585959560962166
"DSG2",-1.88123913351089,2.72956303223109,6.71820234541695e-05,0.000589190717625178
"AIFM3",1.75624290895274,1.99298084609496,6.73198930370089e-05,0.000590079842923852
"SHMT2",-0.782531756345088,6.65482151723422,6.74489924915076e-05,0.000590866594111756
"DIAPH1",-0.82189991893651,8.02443938075986,6.74827231835527e-05,0.000590866594111756
"CCDC138",-1.91310492486787,2.88406159634794,6.79813162166929e-05,0.00059474472869739
"CDK1",-2.50252094517113,5.74423519076845,6.79991963493367e-05,0.00059474472869739
"KCNIP1",2.23684399526889,1.10302473674656,6.85559499764489e-05,0.000599290174604936
"ACHE",-1.40717576447252,3.62778480674061,6.89722048629349e-05,0.000602519765761222
"RCC1",-1.30142753672774,5.52771863625031,6.89999138133677e-05,0.000602519765761222
"SNAP91",-1.52858534235989,2.74178780913245,6.99850571764286e-05,0.000610792414817703
"TMEM100",2.39262920857025,2.46907483920536,7.01593943240819e-05,0.00061198367044717
"LPHN2",1.32472366019202,6.35420173593466,7.04802231089154e-05,0.000614450764483762
"STRN4",0.794839964246614,6.4994753635702,7.06650555104571e-05,0.00061573021428616
"LIFR-AS1",1.60642818117344,1.99183380100661,7.0892408060131e-05,0.000617378580047624
"ABTB2",-1.0877097456273,2.95951917638125,7.09444491221172e-05,0.000617499263295414
"CLEC7A",1.29261053401327,5.74095507589707,7.18417103459437e-05,0.000624972641051427
"CCNB2",-2.88356958272186,4.95551071176319,7.19071162057406e-05,0.000625205313590988
"TP53RK",-0.850800753711204,4.84205008094859,7.24924119613451e-05,0.000629673040503118
"SIGLEC17P",1.88334182964251,2.07074855347355,7.24988375845168e-05,0.000629673040503118
"VCL",1.11515569048084,7.44468067829165,7.34073431038483e-05,0.000637221445343766
"ADA",-1.05288642324649,5.38766520957725,7.35043726523253e-05,0.00063772141337629
"ENC1",0.859999048923962,5.34921689214116,7.35904788351667e-05,0.000637947276315229
"BPNT1",-1.32869972403383,5.65958136933338,7.36093011132957e-05,0.000637947276315229
"EED",-1.02993867677572,5.54266417444635,7.36817154977089e-05,0.000638232835044965
"TOP2A",-2.6645928178716,7.33582954742006,7.37933143027512e-05,0.000638857322753797
"PTTG1",-2.45918616959216,4.82283972157307,7.40543708782409e-05,0.000640774363746876
"MTBP",-1.46621603610829,3.41071173887257,7.46564712894862e-05,0.00064563874529068
"IGFBP4",1.3300293491904,6.70944954638297,7.52716025329204e-05,0.000650610559146119
"RAVER2",0.97687169354628,3.83329275409697,7.56596475339282e-05,0.000653615288418102
"ZNF503",2.46684518351408,3.95262886570931,7.58562322773355e-05,0.000654686202179836
"KIF11",-2.55902063044425,5.94846575457941,7.5864577225143e-05,0.000654686202179836
"NCAPG",-2.66377720295308,5.18561243201082,7.63506051926399e-05,0.000658529059826865
"RP11-53O19.1",1.88987886451766,0.028281593579349,7.64827981263896e-05,0.000659317596641777
"SSH3",1.06605875943543,4.3494722446725,7.69445594359275e-05,0.000662884473804233
"PCED1B",-0.833593579278244,5.44818010598547,7.69785457460024e-05,0.000662884473804233
"BUB1B",-2.85251396148463,4.87283694393312,7.71913304724545e-05,0.000664363063544723
"SLC27A2",-2.20952437134152,1.29423611080382,7.75404680991087e-05,0.000666721201371637
"BATF2",2.09004185137348,4.07670344824834,7.75646439617944e-05,0.000666721201371637
"H2AFZ",-1.42311365152937,7.57808360999784,7.75889995660043e-05,0.000666721201371637
"PNMA5",2.06844998671395,0.144370424395684,7.78113428561031e-05,0.000668276705612799
"PDZRN4",2.02536969627684,-0.339915126332137,7.79068498838019e-05,0.000668741813333782
"KLHL4",1.42557260344735,2.17853446490275,7.81169561044225e-05,0.000669865817846363
"RAB11B",0.951877366537194,6.22482936326943,7.81206364369429e-05,0.000669865817846363
"ABI3BP",-1.45902113887724,6.61756772511675,7.87676514235458e-05,0.000675055887027866
"UBA2",-0.942643130004063,7.03330579973655,7.88824524398669e-05,0.000675681684776233
"PLSCR4",1.28483825269851,5.63578110504835,7.91434588629044e-05,0.000677277931106755
"NOXA1",1.82109559236936,3.08374232386058,7.9152565532511e-05,0.000677277931106755
"LOC101927732",2.02592487917745,-0.0314397571225378,7.94284664075292e-05,0.000679279301291677
"CD27",-1.0263567133551,5.91210700672328,7.97136065252632e-05,0.000681357528925241
"KLRD1",1.6623300192664,4.82553372187314,8.00019459294501e-05,0.000683101639038865
"SNRK",0.683498096572425,5.98643569874755,8.00021335851849e-05,0.000683101639038865
"PTPN21",1.1334179691733,4.06575192049553,8.01556958223903e-05,0.000684051669044694
"SAMD4B",0.727709663112065,6.06260256941703,8.087958015885e-05,0.000689865279709347
"CILP",-2.78015410232858,2.67585185358221,8.10002135415152e-05,0.000690530022874741
"PPM1L",1.25422933122572,2.28662631916239,8.16143940918422e-05,0.000695399357878436
"HEYL",1.59824460159227,3.82810200334424,8.25892628968898e-05,0.000703000272080994
"LOC100506014",1.21326187276194,1.55026652170016,8.25934032249498e-05,0.000703000272080994
"TRIM59",-1.25364676974193,4.75006020163087,8.28811710152625e-05,0.000705078536380234
"AC009299.3",-1.93038385843903,1.98465149719577,8.29300347867922e-05,0.000705123303139855
"KIF18A",-2.66929751266311,3.49642213409121,8.35265372785759e-05,0.000709821944755192
"PHEX",-2.02394168148303,2.91834882402825,8.35936250162637e-05,0.000710018962060408
"DONSON",-1.43441883501737,4.3837550034735,8.37204818678399e-05,0.00071072316680667
"GRIA4",-3.29133469013455,0.256885178519899,8.38484657787106e-05,0.000711436195473929
"PTN",2.58713530042986,5.00926607657232,8.40106163383745e-05,0.000711917152900901
"ARL6IP1",-0.915624036150712,7.93428449418205,8.40214111346165e-05,0.000711917152900901
"DLX5",-3.13289489401771,0.484639954273676,8.40375258211626e-05,0.000711917152900901
"TMEM185A",0.886758348095365,3.97109504421468,8.40812368316053e-05,0.000711917152900901
"HPN",2.11010804053566,1.13175798398895,8.46769775856079e-05,0.000716586123241471
"GALM",-1.31629207488262,4.871865985548,8.53207417415742e-05,0.000721530297907913
"FAM134B",-1.42672701249939,4.07018941989773,8.5350448917749e-05,0.000721530297907913
"SERPINI1",1.02572447217061,3.31394503058355,8.53977240105795e-05,0.000721552765255534
"SVIL",-0.857734150387231,5.86485850011222,8.58283492264609e-05,0.000724812565895732
"ATN1",0.904498541755879,7.06968635633154,8.59800968953359e-05,0.000725715097594662
"PIM1",-0.948415285242327,6.51326531512177,8.60383983287587e-05,0.000725828366078605
"FAM102A",-1.13716460520741,7.59665629764044,8.61753084182335e-05,0.000726604321032155
"SGTB",-0.828802213078906,4.98204977461061,8.64940780143748e-05,0.0007289120529695
"SRC",1.18662869591609,5.58912792783177,8.67046674929766e-05,0.000730306188904384
"LOC102724424",-2.54821771837746,1.42968080736929,8.6808022213958e-05,0.000730796114130207
"ELOVL5",-0.91849292756379,7.57327366170135,8.70110927899384e-05,0.000732124553901605
"CD6",-1.08978992218926,6.88481437477718,8.7486405839542e-05,0.000735741110367693
"JAM2",-1.38647902997516,3.93541407150881,8.76607442910303e-05,0.000736495216328125
"PINK1-AS",1.15234302680361,3.06351823381868,8.76671587578309e-05,0.000736495216328125
"PTPN23",0.795465120993045,6.27329051869576,8.77935626053111e-05,0.000737174192343245
"NOL4",-2.81770210920058,0.325649228463249,8.79720627259967e-05,0.000738289672239137
"DNAJC5B",-2.41664543616072,2.23306268567355,8.80193317470124e-05,0.000738303232890397
"CARD16",0.935112214230328,4.78631844899293,8.82184328972141e-05,0.000739589682122211
"TRBV7-3_1",-2.46121624741576,0.526023273476937,8.87059218982962e-05,0.000743291279243133
"CCDC151",2.57704916577174,0.167042127824072,8.91317335762781e-05,0.000746472498910187
"MSC",-1.48934744224806,3.88840228465988,8.95850690680197e-05,0.000749880816236033
"SDC4",0.964701610852553,5.19762193749318,9.02637650101433e-05,0.00075517103349407
"DACT3",2.62212857631905,2.90045500142346,9.07095235802264e-05,0.000758247785803956
"WFS1",1.81708653997488,5.62452924318938,9.07252946778788e-05,0.000758247785803956
"SNCAIP",1.39295637040291,4.17940183569014,9.13096064721892e-05,0.000762737063981531
"MCM4",-2.051125034198,6.72119261538873,9.14910251369147e-05,0.000763857954834375
"PSAT1",-1.43003616741249,3.98846965840372,9.17777243917463e-05,0.000765836850281404
"UGT8",-1.71156581986404,3.35336536282876,9.18227586381179e-05,0.000765836850281404
"HES4",3.5279193901319,2.17212100967444,9.21323532779689e-05,0.000768022895469749
"MSRA",1.01849880561124,4.10519189670865,9.22923973303744e-05,0.000768960664413609
"SNX21",1.05178130023405,4.09725281941648,9.24399441437836e-05,0.000769793396855442
"SHCBP1",-2.55092123246694,5.10515490769113,9.26860433761648e-05,0.000771142507075617
"PVR",0.988116695440363,4.31823519207378,9.26973184364951e-05,0.000771142507075617
"ESRRG",1.8360304148216,1.818948376233,9.28315999597194e-05,0.000771862537042973
"TPD52",-1.34029313402155,6.71918756526882,9.30585384072712e-05,0.000773351841275637
"KDM6B",1.07563494788397,6.40602664034764,9.34987323855592e-05,0.000776610939979077
"RPS3A",-0.833433236836589,10.2090257294835,9.3815863772878e-05,0.000778825210337921
"PPA1",-1.08962172409368,6.81669234941426,9.38616333755014e-05,0.000778825210337921
"CENPM",-2.42625267942141,3.53418496452211,9.43665053917848e-05,0.000782612884715868
"TIAM1",-0.879591622550843,5.4788084922699,9.46604706474084e-05,0.000784648452747252
"PCDHGA6",1.54400977989587,0.677292674877305,9.47592579931707e-05,0.00078506491816883
"TRAV36DV7",-2.37421187511309,0.388605202932991,9.51108550587926e-05,0.000787574371741318
"NCAPG2",-1.62772693881434,5.43230257584143,9.5269121938226e-05,0.000788481187300404
"PAK4",1.08011914137205,4.13785400947401,9.58577523051852e-05,0.0007929470947721
"CENPH",-1.80684126628961,3.96967697215404,9.59136475621701e-05,0.000793003838637737
"TRAV13-1",-1.68449658515147,2.06419994323615,9.60195807685725e-05,0.000793195992147215
"IL17RC",1.31711605411209,3.91550379464191,9.60865361880268e-05,0.000793195992147215
"SLC19A1",1.37229218833248,3.86549582953433,9.61316323443786e-05,0.000793195992147215
"CTNNA1",0.971312852253158,7.64737460808682,9.61330784447527e-05,0.000793195992147215
"HAUS1",-1.21982893567241,4.69584057382944,9.64132875779617e-05,0.00079510233896522
"FXYD1",2.17775878974486,2.51806788155111,9.6551741089104e-05,0.00079583830626554
"ACAP3",1.07806299483389,5.64429455938612,9.6775741295552e-05,0.000797169126465892
