"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PGPEP1L",1.9933939241393,-2.03326734598891,1.23151445268535,-1.65103003180783,0.0987324427771438,0.220340877894556
"HSD3B1",1.62814181524907,2.93552279861508,1.77811811094284,1.650915527236,0.0987558248085746,0.220354264273197
"BOK",140.724690570208,0.739064914171532,0.447688997647486,1.65084448814951,0.0987703333347297,0.220354264273197
"CCDC90B",555.161057073657,-0.302898818626723,0.183479247730617,-1.65086145911955,0.0987668671478199,0.220354264273197
"DNM3",72.6190118077407,0.666906700908557,0.40411007582173,1.65030950924064,0.0988796483515997,0.220526936844411
"LOC101927583",3.07194854342223,1.61110819342203,0.976240451814695,1.65031902788621,0.0988777025138153,0.220526936844411
"PSMB8_3",20.8637986475363,2.02316577124791,1.22585531711224,1.65041154776235,0.0988587908407313,0.220526936844411
"BMP8B",40.8367848763287,0.612079226580862,0.370939901124674,1.65007653456817,0.0989272834519736,0.22058570690539
"TMUB1",299.808850207374,0.519151698335666,0.314613964857467,1.65012286905593,0.0989178082251065,0.22058570690539
"ARF3",2464.90547061998,0.228573274173517,0.138527668424717,1.65001892237676,0.0989390659368498,0.220588249837477
"VCP",4744.41809298103,-0.334942253364012,0.20300720563633,-1.6499032746849,0.0989627208601215,0.2206172594094
"SDF2L1",177.014949496931,0.673008381578362,0.408108782028975,1.64909066213277,0.0991290623761805,0.220964319274489
"SUB1",2218.13037863744,-0.373804696401539,0.226702018177756,-1.64888120276212,0.0991719747892708,0.221012438816472
"SERPINA3",71.705446522807,-1.27577897422393,0.773715998721396,-1.64889827318062,0.0991684769794173,0.221012438816472
"DDX41",986.735888509297,-0.161700673994103,0.0981014796705766,-1.64830005150882,0.0992911141848834,0.221254161989278
"RABGEF1",462.927971406336,-0.294531692985951,0.178698417296149,-1.64820538112453,0.0993105329788621,0.221273645876153
"DLG1",1004.32808053049,-0.319075694079594,0.193598962230517,-1.64812708913012,0.0993265945259192,0.221285646102026
"RUNX1T1",116.363942346509,0.634453465005156,0.38503971503374,1.64776110160366,0.0994017041002433,0.221429180289075
"LINC00888",81.9810443575669,0.406074936567255,0.246468939689536,1.64757042846359,0.0994408528335443,0.221468786669572
"CACNB3",75.2908409974188,0.526981498264303,0.319843653038639,1.64762218433217,0.0994302251773182,0.221468786669572
"C4orf27",269.319057153672,-0.393826653432365,0.239054524359924,-1.6474344273,0.0994687839112531,0.221483398099952
"AIPL1",1.32079257565691,2.56184196162571,1.55501734838058,1.64746841203646,0.0994618037497551,0.221483398099952
"FNBP1",4370.45787236797,-0.294444659962884,0.178746406549188,-1.64727596849259,0.099501335095308,0.221532080972669
"MDGA2",1.87740153761576,3.16194845464099,1.91960923387454,1.6471833948511,0.0995203558414911,0.221550632142888
"PGP",133.309856834485,0.551598950839737,0.334888834432412,1.64711060544797,0.0995353136341313,0.221560135417555
"ZSCAN12",301.105859477857,-0.29087652457429,0.176631673796716,-1.64679707960565,0.0995997618446118,0.221679787771407
"LOC101928424",7.6061162494128,-0.984996724080363,0.598171916752566,-1.64667831520383,0.0996241836852576,0.221710337065495
"TIAL1",1855.2917417017,-0.293490429807993,0.178243059451749,-1.6465742380698,0.0996455892708784,0.221734167944903
"HTR7P1",92.3560547245529,0.513734156515421,0.312083273927107,1.64614447307873,0.099734018063374,0.221907119624046
"LRRC57",237.035380811867,-0.399856395910451,0.242987364949401,-1.6455851356457,0.0998492015186394,0.222115716793127
"POLR2I",138.996593963116,0.509420571308224,0.309561802559526,1.64561831303546,0.099842366393746,0.222115716793127
"COX3",46356.097894248,-0.326692139630238,0.198552366004191,-1.6453701670991,0.0998934978571976,0.22219040922674
"DPRXP4",5.99184955661884,1.33743353717349,0.812905906945527,1.64525011535328,0.0999182424943036,0.222221601976601
"PBDC1",319.868001484141,-0.336655289932686,0.20464147330207,-1.64509805612937,0.0999495914149948,0.222267474611094
"PKIG",612.072670755761,-0.281163555560079,0.170916686023028,-1.64503280576244,0.0999630460032383,0.222273548332453
"TCTN2",153.214088936893,0.396945499661635,0.241317979898114,1.64490644182099,0.0999891062824182,0.222307647218917
"ANKRD24",32.660758086466,0.673417845776569,0.409455609467531,1.64466630864406,0.100038644340023,0.222393931776062
"LOC102723666",14.2506409248622,0.796483712344272,0.484400907930725,1.64426552325574,0.100121367588208,0.222553963256662
"ADAM32",1.55107214721078,2.14082631365264,1.30211032299848,1.64412052945159,0.100151308154901,0.222596645446579
"ASPSCR1",226.593879946132,0.459581524080931,0.279582345103182,1.64381454026118,0.100214516971972,0.222713252685218
"GPC5",3.96822585720926,-1.49596365876666,0.910166141074192,-1.64361602926813,0.100255540803747,0.222780537069046
"PAPOLA",4104.26563525724,-0.353823730571581,0.215358279647766,-1.64295392380681,0.10039246682262,0.223060891017179
"GOLPH3L",465.137332456636,-0.337590208730035,0.205488337747508,-1.64286797212232,0.10041025289653,0.223076497539044
"LOC101928193",2.41228487391606,2.02507162573207,1.23311670455588,1.64223841770225,0.1005406038527,0.223323110147189
"GTSF1L",9.14824290874765,-1.17106676478994,0.71309642334169,-1.6422277920034,0.100542805089423,0.223323110147189
"SLC15A2",325.100265915143,-0.35419387981967,0.215685733062427,-1.64217574704931,0.100553587359961,0.2233231285543
"LOC102723429",13.231543337531,1.5463141784669,0.94176706842749,1.64192848774045,0.10060482521899,0.223412986623015
"ADAM29",2.27002661595027,-2.89976023534182,1.76631623382768,-1.64169936266618,0.100652323817182,0.22347276123484
"DLL3",3.07527952719895,-1.89161446739448,1.1522693329857,-1.64164263791784,0.10066408585728,0.22347276123484
"LOC102724638",1.3547997560136,-2.90710208877938,1.77080267314839,-1.64168607426525,0.100655079107184,0.22347276123484
"UQCRH",965.754975149038,-0.445908292810178,0.271652761518532,-1.64146423661428,0.100701085021843,0.223530958484981
"ATP6V1C2",41.6431133195157,-0.516352111698448,0.314641836331062,-1.64107900500285,0.100781016291228,0.223660482407341
"RBM4B",328.901450336973,-0.259214712278482,0.157953431608023,-1.64108313215853,0.100780159684549,0.223660482407341
"OGFOD1",569.288929640819,-0.367995995414094,0.224280431451363,-1.64078512348455,0.1008420274221,0.223771924248505
"CYR61",8033.82024377842,1.34293130276007,0.818591809878347,1.64053840577717,0.100893269853987,0.223861667473072
"RFXANK",419.668801111782,-0.287438550406704,0.175251863239536,-1.64014547459521,0.100974923159692,0.223997359858606
"LOC100996404",1.87720046673241,2.55263983855987,1.55635474432296,1.6401401080769,0.100976038716655,0.223997359858606
"G6PC",1.31131954293499,-2.86414375661604,1.74652184752669,-1.63991292789841,0.101023272462979,0.224078158546028
"TOB2P1",9.01819360558206,0.949612994542333,0.579253929377158,1.63937255559648,0.101135693699613,0.224303515836249
"FAM120C",189.894977123396,0.306280236893176,0.186848449466284,1.63919067976233,0.101173554290883,0.224363478478808
"CLK1",4523.28168909239,-0.362522275757907,0.221189214183397,-1.63896904781861,0.101219706062375,0.224441812929067
"LOC646762",85.1071487701955,0.488002905285825,0.29780458282393,1.63866821879751,0.101282376350668,0.224556754411879
"MOB2",367.799447146334,0.424273841317563,0.258973154800055,1.63829274754417,0.10136063985728,0.224665460579229
"RNPS1",1748.6211092351,-0.32182241521669,0.196439560895964,-1.63827700361808,0.101363922584762,0.224665460579229
"FIZ1",119.20761950855,0.394158478563269,0.240586222030837,1.63832523423868,0.101353866403757,0.224665460579229
"ARHGAP17",2091.65848688341,0.223689071518941,0.136553230716311,1.63810896560664,0.101398965054056,0.224719100570989
"EPHA4",268.643934167299,0.502374474220204,0.30670769314815,1.63795850395425,0.101430350354391,0.224726329525308
"NFRKB",756.225478934716,-0.317609553331938,0.193903887552045,-1.63797413936164,0.10142708855221,0.224726329525308
"ERAL1",529.210777455982,-0.324678113652179,0.198223761525472,-1.63793740545307,0.101434751979872,0.224726329525308
"NUFIP1",144.83616323047,-0.355807981343721,0.217250139380973,-1.63778022125809,0.101467548953278,0.224774965769323
"LOC101927820",1.3378427028419,-3.73369051333366,2.28047652039961,-1.63724137474539,0.101580045061581,0.225000125458053
"LINC01096",4.51406358118289,1.5650342898455,0.956059859260635,1.63696265948851,0.101638271983376,0.225105043452444
"FAM160B2",1139.41467485722,0.372296618556441,0.227462385671003,1.63673926771754,0.101684960356441,0.225184386567127
"GUCA1B",30.6043230902964,0.713163353633435,0.43578030898297,1.6365203726112,0.101730725498693,0.225237607149851
"LOC100996455",20.2228211212462,0.744232730771677,0.454762082662177,1.63653206620688,0.101728280264438,0.225237607149851
"B4GALT7",285.203048281656,0.328248402639606,0.200586970171301,1.63643930789364,0.101747678134592,0.225251081103687
"KIAA0556",413.639656994733,0.324203725287534,0.198160230746981,1.6360685696894,0.101825237321384,0.225398709867326
"LOC101929119",1.87662745713543,1.9912574701615,1.21738738726505,1.63568104203462,0.101906359198619,0.225530110342619
"NEDD4L",230.789842896098,0.376098058807458,0.229927292471044,1.63572603654619,0.101896937775696,0.225530110342619
"PPA2",468.722213600465,-0.32260557326465,0.197282413970596,-1.6352474950592,0.101997175348063,0.22570699803722
"SPDYE2",3.93231607189865,1.48068217462446,0.905522107999,1.63516954643597,0.10201351026774,0.225719047910943
"IFT140",232.737288373934,0.410867516338818,0.251307789263494,1.63491755485552,0.102066331890115,0.225787719041441
"TCEAL6",2.08479032347227,2.22547869614755,1.36119273551806,1.63494752659001,0.102060048176189,0.225787719041441
"GALNT18",160.605918143569,-0.56581444689217,0.346158424659675,-1.63455344889684,0.102142692997169,0.225932530193716
"LOC100268168",4.65479070976343,1.12851042347248,0.690445639939002,1.63446672437844,0.102160887757813,0.225948664259917
"CCDC88C",2119.95816352117,-0.30900549273266,0.189065310994644,-1.63438491760878,0.102178053141242,0.225962518458514
"ANAPC15",78.5085062370409,-0.471577491752758,0.288560569910948,-1.63424092175272,0.102208273136831,0.226005236353769
"CSN3",1.21615561856716,-2.7424597823412,1.6787227971114,-1.6336585093502,0.102330574920465,0.226251536741483
"SRRT",2247.09010071008,-0.274789510378339,0.168219824262673,-1.63351443019735,0.10236084830998,0.226294332739896
"FANK1",8.36566932096081,-0.979246096687282,0.599632431970362,-1.63307727280449,0.102452745852514,0.226413245267647
"GRN",5993.62980198145,0.614646226286425,0.376379139414367,1.63305072444449,0.102458328860022,0.226413245267647
"C17orf82",1.42258626070333,2.71053960495625,1.65966511840724,1.63318465568374,0.102430166157915,0.226413245267647
"LOC389906",68.1012272794089,-0.588045463198034,0.360067959511386,-1.63315131953428,0.102437175418303,0.226413245267647
"ERBB2IP",2890.16814836235,-0.334401330665578,0.204797486059469,-1.63283904065343,0.102502853723604,0.226463350243324
"TCERG1L",4.92225835252982,1.64676795548034,1.00851395567825,1.63286580835944,0.102497222643406,0.226463350243324
"ZNF236",343.647931051876,-0.379206875337974,0.23230433358676,-1.63237107755612,0.10260133815354,0.226656776856716
"TNFSF12",336.922877080847,0.63955060222992,0.391806644346641,1.63231178301329,0.102613822263722,0.226660199049706
"SIRT6",212.591270563662,0.427092334020846,0.261687568774735,1.63206963181539,0.102664818290049,0.226748679117328
"TYK2",2569.85276493397,0.209245911425159,0.128230934354129,1.63178964950294,0.102723806518611,0.22685479027464
"FAM35BP",16.78885792779,0.685146527073653,0.419951845171532,1.63148831217494,0.10278732405936,0.226949794719322
"JAM3",573.830930075366,0.44888545277265,0.275139745976823,1.63148167190088,0.102788724084571,0.226949794719322
"AQR",959.858675335961,-0.420996444078982,0.258086635925618,-1.63122140194936,0.102843610951452,0.227046796016796
"BCL6",2085.68682430137,-0.698196187964708,0.428098060699353,-1.63092583700126,0.10290596924508,0.227160269490097
"ASPH",1035.00448071353,0.297090759754835,0.182219852296977,1.63039732504362,0.103017549655584,0.227382362821952
"SCEL",2.09558625929854,2.16377759471501,1.3272123457817,1.63031756115905,0.10303439790534,0.227395336433335
"DDX60L",994.886915778198,0.451879020354062,0.277271278066605,1.62973613244396,0.103157277293045,0.227615520675019
"RP5-899E9.1",9.17593763865555,1.05134816607107,0.645157832759246,1.62959839079162,0.103186404736476,0.227615520675019
"RMDN1",710.61151433557,-0.237205487667056,0.145551701725074,-1.62969917119281,0.10316509263667,0.227615520675019
"CNTN1",428.162381802017,0.678462701194987,0.416353851004248,1.62953386778705,0.103200051297946,0.227615520675019
"ADM5",34.2493700434158,0.661329322858888,0.405805962814968,1.62966881578433,0.103171511547132,0.227615520675019
"LOC100506388_2",3.64051568424308,1.48616228169945,0.911991047669699,1.62957990157564,0.103190315043512,0.227615520675019
"SLC9B1",19.8352268120666,-0.588425998268829,0.361141288130536,-1.62935121961502,0.103238689013765,0.227676513020248
"IGHV3-9",102.317098011551,-1.23675518449611,0.759137408334727,-1.62915853034973,0.103279463306105,0.227742203766909
"SSBP3-AS1",20.5091434182654,0.750428507940959,0.460702771117082,1.62887778191863,0.103338894401545,0.227824782296875
"SPHK2",206.305406716552,0.507136920093103,0.311339912026252,1.62888502406444,0.103337360984082,0.227824782296875
"MIR4258",1.58086756327436,-2.30935279259061,1.41822032752358,-1.62834557351401,0.103451631192609,0.228026158865618
"PPP1R14C",5.83258202556154,-1.30808621335188,0.803323653428,-1.62834270815994,0.103452238420121,0.228026158865618
"C5orf49",2.32569935925995,1.92710987461502,1.18424648847045,1.62728780990859,0.103675985669123,0.228495037846846
"CARD17",8.46146209611565,-1.09288930962163,0.671725341735966,-1.62698835627852,0.103739570762618,0.228610867825595
"LARS2",376.52831941067,-0.447027466164497,0.274771964251171,-1.62690348479609,0.103757597756139,0.228626287476267
"LRP11",189.435554904397,0.466221355824291,0.28661168405467,1.6266655609733,0.103808146862118,0.228713357584819
"SSBP1_1",2.65477437897743,2.61025671245932,1.60511277955414,1.6262138995519,0.103904160322571,0.228900567027978
"PLAG1",195.065184440577,0.47914479080779,0.294684861238531,1.62595658560128,0.103958891251661,0.228964277681194
"PIDD",402.89048961245,0.309901147910564,0.190595452668193,1.62596296801514,0.103957533429013,0.228964277681194
"MUC19",1.40909744235383,2.69762669670693,1.65913645150778,1.62592214417047,0.103966218715525,0.228964277681194
"ATP8B2",1948.56372972635,-0.370945210513677,0.228196619986021,-1.62555085406787,0.104045237276924,0.229113957109962
"CCRL2",133.672959017951,0.547719374526372,0.33697959169534,1.62537847402213,0.104081939692408,0.229170431903997
"SDSL",60.0374548965815,0.808081485054833,0.497357798709037,1.6247487968467,0.104216095253856,0.229417079696467
"SEC11C",760.001471182499,-0.472237120537788,0.290648295601318,-1.62477168345606,0.104211216754207,0.229417079696467
"MRPL19",710.585007966377,-0.359335036648292,0.221252212571822,-1.62409691849588,0.104355125545118,0.229698740819709
"IGHV3-30_1",622.341930073191,-1.66256861447156,1.02414616221825,-1.62337044828691,0.104510238039206,0.230015737319671
"SMAD1",537.319443850718,-0.240235444917421,0.148005319174988,-1.62315412889579,0.104556460895462,0.230093037630442
"ATP5B",6035.124338153,-0.340429280810325,0.209798996213542,-1.62264494565942,0.104665326611043,0.230308162419712
"ACTN1",2387.1826975251,0.366615888409459,0.22596214790166,1.6224659387156,0.104703620493844,0.230367970024031
"FLJ42258",55.8199407876032,0.723931719033408,0.446241042874187,1.6222885155759,0.104741586539133,0.230427043704432
"GPR75",34.3555661252164,0.622458708952956,0.383735991348723,1.62210145252519,0.104781627225496,0.230479129105681
"LOC441179",12.3282670918463,-1.40818167542592,0.868136509132544,-1.62207401786731,0.104787500612309,0.230479129105681
"RAP1GDS1",853.042089764719,-0.373983909100945,0.230610546812463,-1.62171207809101,0.104865011464968,0.230625141394786
"KLRC4-KLRK1",5.48258045960542,1.38661304258692,0.855390400466396,1.62102946424332,0.105011319819685,0.230922410059667
"LGALS3BP",2027.65534071588,0.752328053183339,0.464126589616879,1.62095443358322,0.105027411429873,0.230926231575379
"CTSO_1",4.62179114306239,1.74789256361499,1.07833532176964,1.62091747189228,0.10503533921713,0.230926231575379
"UBE2L3",1311.90147786722,-0.373537571715911,0.230461529784301,-1.62082397034126,0.105055396167093,0.230945832193392
"MPP5",424.241257664761,0.243165574888651,0.150039879366675,1.62067295651706,0.105087796452826,0.230992560432044
"RPS27",8457.61357487781,-0.523325740781753,0.322958942894076,-1.6204095049735,0.105144339439075,0.231092340991744
"TM4SF20",2.17782680497907,-2.84426788742911,1.75534940823849,-1.62034286397907,0.105158646012021,0.231096523518833
"ATP6V0E2",412.916511757626,-0.446699625474956,0.275690003953594,-1.62029677924103,0.105168540445443,0.231096523518833
"BPTF",2380.42837153122,-0.529087438770019,0.326597502769726,-1.61999842094035,0.105232616110137,0.231212811822229
"PGBD4",90.9784768482588,-0.563222802912795,0.347704487532598,-1.61983184890587,0.105268402726627,0.23126692652014
"ITPR1",1543.91828265208,-0.398776046066841,0.246209389195158,-1.61966222072364,0.105304855855658,0.231316604308526
"RLN1",3.32602645576218,-1.42631355676771,0.880652583021913,-1.61960980330449,0.105316122394907,0.231316604308526
"LINC00261",2.18943302083537,1.87414834927808,1.15718823950282,1.61957085744606,0.105324493991888,0.231316604308526
"AC072062.1",5.21142359223207,-1.25509162457667,0.775078684624386,-1.61930865791375,0.105380868770753,0.231415896586521
"LOC102724147",1.99877158338648,2.08886855538351,1.29013255553637,1.61911157610861,0.105423258531681,0.231484460047106
"GUCY1A3",1023.74791195942,0.519698278683168,0.321062607836215,1.61868204518006,0.105515691985504,0.231662881418867
"NPPC",11.6295066856036,-1.23291606308886,0.761740345186115,-1.61855161129429,0.105543773595291,0.23167545685515
"OPHN1",83.3598207583721,0.600109184815181,0.370762958899568,1.61857912288843,0.105537850025665,0.23167545685515
"LOC101927454",1.30615639388958,-2.85777966137012,1.76577316121816,-1.61842966250468,0.105570033779321,0.231708562068802
"TRBV18",5.19371239798163,-2.19179328450938,1.3543163498826,-1.61837615317823,0.105581557996079,0.231709320713893
"HMGN2",2153.31707453971,-0.566122959315998,0.349858805813019,-1.61814694931121,0.105630932554672,0.231768600613237
"DEDD2",480.232894633309,0.400295094572354,0.247376751606601,1.61815971780945,0.10562818151307,0.231768600613237
"LANCL1",1461.43235308069,-0.360313316204614,0.222689007142445,-1.61801123831019,0.105660175732327,0.231808226352633
"TYMP",1326.79935821329,0.663570214045211,0.410151670862848,1.61786544145789,0.105691599377583,0.231852626933912
"ZDHHC20",1523.06027088903,-0.383892080853289,0.237320077334875,-1.61761316263011,0.105745990631222,0.231947396169731
"AEBP2",759.716667941632,-0.290174108183405,0.179418349811327,-1.61730452034893,0.105812564027468,0.232068863311963
"CD200R1",207.541075634404,0.628494845497056,0.388658672480054,1.61708689397458,0.105859525493145,0.232147296278239
"ZFP37",57.6026743182401,0.53401629761898,0.330272732745477,1.61689490131333,0.105900969198835,0.232213613620381
"LOC101927147",1.21316362353939,2.41978481551973,1.49667381289363,1.61677500780305,0.10592685604443,0.232213745034846
"C3orf83",2.86500635307407,1.72591705461581,1.06751088746272,1.61676763664491,0.105928447754143,0.232213745034846
"TMEM164",290.602889160303,0.237170363095668,0.14669675642771,1.61673897140693,0.105934637835271,0.232213745034846
"ZC3H11A",2850.33418101573,-0.233370617753428,0.144362141483454,-1.61656383976665,0.105972462662315,0.232272095385901
"AQP11",22.1208747092034,0.608104668435078,0.37621754773948,1.61636444681781,0.106015540470868,0.232341945747532
"NR1I2",12.74001062381,-0.836514796665123,0.517552219561853,-1.61629061773379,0.106031494382592,0.232352343330412
"RBM27",1071.56554380455,-0.439960401304031,0.272225652667487,-1.61616069974649,0.106059573308941,0.23238930608327
"HIPK3",2746.32759837535,0.312219526450586,0.193210777712185,1.61595295121518,0.106104485855219,0.232463141613675
"IRX5",1.29762189444031,-2.85329008558605,1.76605567140652,-1.61562861906479,0.106174632422401,0.232592240631107
"PFDN1",590.515664209824,-0.336901021687905,0.208558653855102,-1.61537781080027,0.106228902449842,0.232686535980167
"FBP1",137.491748768487,0.551704354977903,0.341550913932069,1.61529169583083,0.106247541124833,0.232702771812715
"LINC00173",60.0741361751966,0.596466646539458,0.369286551139477,1.6151864851265,0.106270316388856,0.232728063191569
"LOC644656",37.7744595820036,-0.640014418299801,0.39631680611811,-1.61490607619871,0.10633103622305,0.232773112923361
"SETDB2",820.701545754813,-0.335343238262133,0.207645178919121,-1.61498205741031,0.106314580512345,0.232773112923361
"ZNF771",9.38798515043873,1.49945124449577,0.928519446623253,1.61488405003129,0.106335806940916,0.232773112923361
"NUDT7",97.4052212914107,-0.465845126052796,0.288446387818849,-1.6150145944811,0.106307534379526,0.232773112923361
"PGM2",613.588951583603,-0.329915136496708,0.204319864358246,-1.61469927328382,0.106375835009405,0.232812570827884
"HOXB6",16.7990691044482,1.06116315618834,0.657190209525803,1.61469714674238,0.106376295750236,0.232812570827884
"ZNF221",21.0173215705592,0.858894227185733,0.531941171110357,1.61464138110029,0.106388378613362,0.232814433266234
"LOC643770",13.0156065288148,0.746704709572819,0.462503093452015,1.61448587078541,0.106422079119661,0.232863597170098
"VARS2_5",2.08586133667849,2.69337609678015,1.66835571697333,1.61438958693196,0.106442948952121,0.232884678686886
"AP3B2",9.85350677205784,-1.06283275392548,0.658531972159792,-1.61394252497673,0.106539893565559,0.233047584827659
"TRBV5-8",5.95389887022,-1.34719426338645,0.834701834396792,-1.61398263172623,0.106531193629447,0.233047584827659
"DEPDC4",10.5838473142183,-0.833010692038202,0.516269122092038,-1.61352026761286,0.106631523603652,0.233223406273769
"LOC101928657",14.3441556458615,0.988283881048818,0.612707692615838,1.61297775914895,0.106749339848589,0.233431829980119
"ZDHHC23",212.264953655965,-0.355480188311942,0.220384521927766,-1.61299979328156,0.106744552699834,0.233431829980119
"LOC644090",1.67813522298598,-2.42091491678913,1.50122876074473,-1.61262225990672,0.106826599344921,0.233576134095097
"LOC101929200",15.3917658511939,-0.626403458424037,0.388596508140437,-1.61196368289974,0.106969842822212,0.233864666387386
"TLR8",476.464531779513,0.765414460722674,0.475100884034899,1.61105669646881,0.107167365548194,0.234271794250471
"ENHO",4.49254574589155,1.41600035574798,0.879133874422117,1.61067659539198,0.10725022950517,0.234395542732048
"EXOC6",437.078494991788,-0.324902661919983,0.201722528783546,-1.61064142849713,0.107257898630523,0.234395542732048
"DRAP1",715.475035410499,0.529335827915665,0.328645537243375,1.6106588038762,0.107254109388681,0.234395542732048
"KRCC1",810.693421994795,-0.30721357271779,0.190798211451991,-1.61014912236267,0.10736530537087,0.234605529172189
"LOC285768",2.14687214726443,-2.14932729225831,1.33504123717873,-1.60993326078853,0.107412426885029,0.234683755083049
"PLXNB3",24.3729737348274,0.568145442387909,0.352917367648735,1.6098540181604,0.107429729268597,0.234696820012592
"RP1-40E16.9",1.31068058166987,-2.86325593500252,1.77892824686443,-1.60953986764185,0.107498344789365,0.234821971840442
"TUSC5",1.36571899237137,-2.91493289638616,1.81114595955259,-1.6094411833634,0.107519906183774,0.234844321957563
"AKR7A3",7.38093349607894,1.04012552053007,0.646384428746816,1.60914383805102,0.107584893465959,0.234919400160985
"ZFP2",26.4202767659077,0.658694371170962,0.409330313426597,1.60920007525678,0.107572599973961,0.234919400160985
"ANXA13",1.62741014021955,-3.20023609161889,1.98880101547795,-1.60912834753848,0.10758827989812,0.234919400160985
"KIF3C",110.145738281315,0.313934011978452,0.195146701880116,1.60870775141929,0.107680260071812,0.235045959432237
"PECAM1",5023.6882255017,0.370477011095763,0.230290572576612,1.60873720079234,0.107673817761203,0.235045959432237
"TSEN54",401.820399146549,0.409796709387447,0.25472956509109,1.60875204745435,0.107670570038402,0.235045959432237
"GXYLT1",575.432926976811,0.263958181204486,0.164092593635887,1.60859290084838,0.107705387565492,0.235076052801677
"SFT2D3",255.994073377065,-0.324689972336394,0.201927568834297,-1.60795266446672,0.107845546280239,0.235357178700442
"CDK12",1548.96302133769,-0.359863762053865,0.223816093815639,-1.60785471642755,0.107867001514447,0.235379219643274
"LINC00892",23.7794161844122,-0.852735087687807,0.530374957368291,-1.60779666505949,0.107879719093279,0.23538219130163
"LINC00176",19.2730253729086,0.85879536813722,0.534195620016481,1.60764209955657,0.107913586253384,0.235431303637526
"B2M",7528.03541398564,-0.581679316339687,0.361932082762677,-1.60715046839631,0.10802136451868,0.235612586016096
"ASXL3",12.0659052806949,1.09479160136492,0.681214180479093,1.60711804412961,0.108028475750661,0.235612586016096
"ZNF544",353.766554409174,-0.269113292228844,0.167451950917674,-1.60710753594714,0.10803078046589,0.235612586016096
"IGHD",38.4262468012116,-2.09885204997063,1.30609648517272,-1.60696554488704,0.108061926581133,0.235655719534322
"TGFBR3L",1.42994645364876,2.71800029905046,1.69164955578484,1.60671593578934,0.108116696228154,0.235750355503595
"ZNF295-AS1",1.20362161322494,3.12859918301489,1.94750649208289,1.60646405839131,0.108171985859658,0.235846105280213
"PPIH",376.374871369928,-0.339419847089168,0.211372987008968,-1.60578630170357,0.108320871424025,0.236121045628057
"CAMKMT",55.1772251327761,-0.513075650193381,0.319509871898922,-1.60582096303959,0.10831325329485,0.236121045628057
"NDUFA12",467.337142470699,0.432335610344394,0.269326302454168,1.60524837865758,0.108439154560771,0.236354026891237
"PCDH11X",14.7195297014394,-0.818674865676705,0.510069778559933,-1.60502523397495,0.108488251511484,0.23643617677742
"KMT2B",1620.65039043663,0.264900769385888,0.165066617923006,1.60481127389094,0.108535344156109,0.236513941722859
"LOC100507165",3.01337842263096,-2.2445855722016,1.39873169528693,-1.60472918413503,0.108553416415582,0.236528457422704
"FAM157A",1.53937738276439,2.16301651718626,1.34844451666256,1.60408269710628,0.108695825329935,0.236764088633763
"NDUFA5",757.433862484669,-0.258857369910447,0.161371736376309,-1.60410599602651,0.108690690450683,0.236764088633763
"HOOK2",176.757213648758,0.414142781913389,0.258179081774348,1.60409115667766,0.108693960891836,0.236764088633763
"LRCH3",571.711546698529,-0.496955161525899,0.309886859890365,-1.60366645330401,0.108787594186224,0.236939082934965
"PPIL2",1114.21304673294,-0.310397095928361,0.193593424611837,-1.60334524042188,0.108858453558531,0.237068504450645
"DKFZP434A062",1.62773857939512,2.93922316562266,1.83357972849032,1.60299719720542,0.108935272891063,0.237185959714912
"TMEM150B",55.4236030607431,0.947193829739533,0.590871231967182,1.60304610970151,0.10892447444388,0.237185959714912
"RAB7A",3518.30377328878,0.281808272189531,0.175838834250851,1.60265093538726,0.109011741579092,0.237327526462705
"HRSP12",103.387617845254,-0.494528384031601,0.308633705789397,-1.60231489547371,0.109085993440798,0.237439301904952
"ZBTB16",359.934509274751,1.12349031166389,0.701147351427144,1.60235977412892,0.109076074675211,0.237439301904952
"PDIA5",259.253795506314,-0.304228479593559,0.18989287221328,-1.60210584024376,0.109132206761987,0.237514949786062
"NXPE4",1.98967467959932,2.10828061504731,1.31653650093756,1.60138409648795,0.109291872960479,0.23781250710947
"LOC102724474",1.20740170139857,2.42300290540744,1.51304920204004,1.60140390817464,0.10928748769892,0.23781250710947
"RNF207",118.171181830898,-0.656585052115107,0.410034055443692,-1.60129394960774,0.109311828477689,0.237830962599511
"TTC38",463.253698581753,0.453692539429048,0.283360330542221,1.6011152251301,0.109351400642925,0.237892089895734
"ELL",472.267800234757,0.342096046452925,0.213711397246432,1.60073842977336,0.109434865654662,0.238048682473484
"GATAD2B",17.5184885016144,0.955158372423992,0.596769353179626,1.60054863295986,0.10947692715705,0.238115188469185
"ERMARD",1.31767869396101,2.57388582637717,1.60864365071477,1.60003480275666,0.109590862912438,0.238329475992554
"RBM18",469.390640711094,-0.260169472480532,0.162605856835939,-1.60000062447339,0.109598444864966,0.238329475992554
"ARCN1",2545.07431598922,-0.373385281421315,0.233404156754762,-1.59973706815184,0.10965692490958,0.238422077407968
"URB1",554.148157912571,-0.291327428676975,0.182113215608166,-1.59970503900054,0.109664033481646,0.238422077407968
"NIPSNAP3A",400.773296810314,0.370768673874117,0.231788505771648,1.59959905103918,0.109687559120256,0.238423209463577
"ZNF761",323.42865827328,-0.394953988329406,0.246905631875773,-1.59961514579028,0.109683986388814,0.238423209463577
